Date,EDPR.LS,EDP.LS
2019-03-26,8.297311782836914,2.946033477783203
2019-03-27,8.267783164978027,2.9587504863739014
2019-03-28,8.307153701782227,2.970618963241577
2019-03-29,8.366209983825684,2.9714667797088623
2019-04-01,8.464635848999023,2.9892702102661133
2019-04-02,8.366209983825684,2.982487916946411
2019-04-03,8.326839447021484,3.0096170902252197
2019-04-04,8.366209983825684,2.992661476135254
2019-04-05,8.356367111206055,2.9740102291107178
2019-04-08,8.42526626586914,2.9799447059631348
2019-04-09,8.356367111206055,2.944338083267212
2019-04-10,8.592589378356934,2.9417946338653564
2019-04-11,8.65164566040039,2.897710084915161
2019-04-12,8.543376922607422,2.9536633491516113
2019-04-15,8.513849258422852,2.933316946029663
2019-04-16,8.484321594238281,2.8943188190460205
2019-04-17,8.533534049987793,2.872276782989502
2019-04-18,8.612275123596191,2.919752359390259
2019-04-23,8.563061714172363,2.9011011123657227
2019-04-24,8.563061714172363,2.883297920227051
2019-04-25,8.740229606628418,2.8570165634155273
2019-04-26,8.740229606628418,2.8697333335876465
2019-04-29,8.730385780334473,2.8493869304656982
2019-04-30,8.710701942443848,2.8646466732025146
2019-05-02,8.641801834106445,2.8392131328582764
2019-05-03,8.65164566040039,2.8214099407196045
2019-05-06,8.533534049987793,2.813779830932617
2019-05-07,8.464635848999023,2.7976720333099365
2019-05-08,8.504329681396484,2.78241229057312
2019-05-09,8.375325202941895,2.901195526123047
2019-05-10,8.474559783935547,2.9605872631073
2019-05-13,8.573793411254883,3.010842800140381
2019-05-14,8.573793411254883,3.007981777191162
2019-05-15,8.653180122375488,3.010842800140381
2019-05-16,8.544022560119629,3.0423150062561035
2019-05-17,8.534099578857422,3.105259418487549
2019-05-20,8.524176597595215,3.080463171005249
2019-05-21,8.69287395477295,3.1119353771209717
2019-05-22,8.732566833496094,3.1176576614379883
2019-05-23,8.702796936035156,3.1119353771209717
2019-05-24,8.702796936035156,3.1758334636688232
2019-05-27,8.742490768432617,3.214935541152954
2019-05-28,8.673027038574219,3.2015836238861084
2019-05-29,8.782184600830078,3.1405465602874756
2019-05-30,8.69287395477295,3.1186113357543945
2019-05-31,8.83180046081543,3.1081206798553467
2019-06-03,8.841724395751953,3.1214723587036133
2019-06-04,8.931034088134766,3.1701111793518066
2019-06-05,8.98065185546875,3.189185380935669
