Date,VOW.DE,VOW3.DE
2017-09-26,133.2323455810547,128.6626739501953
2017-09-27,132.72872924804688,128.34339904785156
2017-09-28,131.76724243164062,126.19978332519531
2017-09-29,131.17205810546875,125.88053131103516
2017-10-02,131.44676208496094,125.51565551757812
2017-10-03,131.44676208496094,125.51565551757812
2017-10-04,134.42274475097656,128.38902282714844
2017-10-05,135.4757843017578,129.25558471679688
2017-10-06,135.7962646484375,130.25897216796875
2017-10-09,135.15530395507812,129.711669921875
2017-10-10,134.78900146484375,128.9363250732422
2017-10-11,136.0251922607422,129.80288696289062
2017-10-12,136.80352783203125,131.07994079589844
2017-10-13,136.52882385253906,131.49041748046875
2017-10-16,137.03245544433594,131.12554931640625
2017-10-17,135.93362426757812,130.57823181152344
2017-10-18,137.30715942382812,131.94650268554688
2017-10-19,136.16253662109375,130.6238555908203
2017-10-20,135.70469665527344,129.1187744140625
2017-10-23,136.0709991455078,129.711669921875
2017-10-24,137.99391174316406,132.72186279296875
2017-10-25,137.03245544433594,131.8096923828125
2017-10-26,137.35293579101562,132.72186279296875
2017-10-27,141.5651092529297,138.65103149414062
2017-10-30,145.96038818359375,142.20851135253906
2017-10-31,145.96038818359375,142.20851135253906
2017-11-01,153.6979522705078,149.00424194335938
2017-11-02,152.23284912109375,149.09544372558594
2017-11-03,151.1798095703125,148.6393585205078
2017-11-06,151.4087371826172,147.90960693359375
2017-11-07,150.2183380126953,147.6815643310547
2017-11-08,148.47853088378906,144.39773559570312
2017-11-09,147.60862731933594,143.48556518554688
2017-11-10,145.8230438232422,142.7558135986328
2017-11-13,145.54832458496094,143.1206817626953
2017-11-14,144.6784210205078,141.66119384765625
2017-11-15,143.30490112304688,140.7946319580078
2017-11-16,146.60137939453125,144.2609100341797
2017-11-17,147.4712677001953,144.80821228027344
2017-11-20,152.69068908691406,150.87417602539062
2017-11-21,155.8040008544922,155.43507385253906
2017-11-22,153.6063690185547,152.51611328125
2017-11-23,154.52206420898438,153.017822265625
2017-11-24,154.84254455566406,154.56851196289062
2017-11-27,154.4762725830078,154.5229034423828
2017-11-28,154.6136474609375,155.8911590576172
2017-11-29,157.40647888183594,161.18179321289062
2017-11-30,159.2836151123047,162.45884704589844
2017-12-01,155.2088165283203,158.12600708007812
2017-12-04,156.12449645996094,158.12600708007812
2017-12-05,155.2088165283203,155.7543487548828
2017-12-06,151.6834259033203,151.3302764892578
2017-12-07,152.73648071289062,154.56851196289062
2017-12-08,155.75823974609375,157.03138732910156
2017-12-11,155.8955841064453,155.66311645507812
2017-12-12,155.7124481201172,154.56851196289062
